experiment_id`tdataset_name`tmeta_seed`tbudget_k`tconfig_path`toutput_root`tgroup_name
r19_r23c_jobs_seed300_k21	jobs	300	21	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed300_k21.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed300/k21	round19_round23_collection_repeat40
r19_r23c_jobs_seed300_k22	jobs	300	22	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed300_k22.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed300/k22	round19_round23_collection_repeat40
r19_r23c_jobs_seed400_k18	jobs	400	18	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed400_k18.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed400/k18	round19_round23_collection_repeat40
r19_r23c_jobs_seed400_k19	jobs	400	19	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed400_k19.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed400/k19	round19_round23_collection_repeat40
r19_r23c_jobs_seed400_k20	jobs	400	20	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed400_k20.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed400/k20	round19_round23_collection_repeat40
r19_r23c_jobs_seed400_k21	jobs	400	21	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed400_k21.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed400/k21	round19_round23_collection_repeat40
r19_r23c_jobs_seed400_k22	jobs	400	22	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed400_k22.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed400/k22	round19_round23_collection_repeat40
r19_r23c_jobs_seed456_k18	jobs	456	18	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed456_k18.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed456/k18	round19_round23_collection_repeat40
r19_r23c_jobs_seed456_k19	jobs	456	19	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed456_k19.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed456/k19	round19_round23_collection_repeat40
r19_r23c_jobs_seed456_k20	jobs	456	20	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed456_k20.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed456/k20	round19_round23_collection_repeat40
r19_r23c_jobs_seed456_k21	jobs	456	21	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed456_k21.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed456/k21	round19_round23_collection_repeat40
r19_r23c_jobs_seed456_k22	jobs	456	22	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed456_k22.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed456/k22	round19_round23_collection_repeat40
r19_r23c_jobs_seed500_k18	jobs	500	18	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed500_k18.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed500/k18	round19_round23_collection_repeat40
r19_r23c_jobs_seed500_k19	jobs	500	19	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed500_k19.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed500/k19	round19_round23_collection_repeat40
r19_r23c_jobs_seed500_k20	jobs	500	20	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed500_k20.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed500/k20	round19_round23_collection_repeat40
r19_r23c_jobs_seed500_k21	jobs	500	21	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed500_k21.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed500/k21	round19_round23_collection_repeat40
r19_r23c_jobs_seed500_k22	jobs	500	22	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed500_k22.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed500/k22	round19_round23_collection_repeat40
r19_r23c_jobs_seed512_k18	jobs	512	18	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed512_k18.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed512/k18	round19_round23_collection_repeat40
r19_r23c_jobs_seed512_k19	jobs	512	19	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed512_k19.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed512/k19	round19_round23_collection_repeat40
r19_r23c_jobs_seed512_k20	jobs	512	20	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed512_k20.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed512/k20	round19_round23_collection_repeat40
r19_r23c_jobs_seed512_k21	jobs	512	21	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed512_k21.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed512/k21	round19_round23_collection_repeat40
r19_r23c_jobs_seed512_k22	jobs	512	22	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed512_k22.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed512/k22	round19_round23_collection_repeat40
r19_r23c_jobs_seed600_k18	jobs	600	18	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed600_k18.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed600/k18	round19_round23_collection_repeat40
r19_r23c_jobs_seed600_k19	jobs	600	19	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed600_k19.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed600/k19	round19_round23_collection_repeat40
r19_r23c_jobs_seed600_k20	jobs	600	20	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed600_k20.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed600/k20	round19_round23_collection_repeat40
r19_r23c_jobs_seed600_k21	jobs	600	21	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed600_k21.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed600/k21	round19_round23_collection_repeat40
r19_r23c_jobs_seed600_k22	jobs	600	22	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed600_k22.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed600/k22	round19_round23_collection_repeat40
r19_r23c_jobs_seed700_k18	jobs	700	18	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed700_k18.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed700/k18	round19_round23_collection_repeat40
r19_r23c_jobs_seed700_k19	jobs	700	19	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed700_k19.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed700/k19	round19_round23_collection_repeat40
r19_r23c_jobs_seed700_k20	jobs	700	20	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed700_k20.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed700/k20	round19_round23_collection_repeat40
r19_r23c_jobs_seed700_k21	jobs	700	21	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed700_k21.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed700/k21	round19_round23_collection_repeat40
r19_r23c_jobs_seed700_k22	jobs	700	22	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed700_k22.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed700/k22	round19_round23_collection_repeat40
r19_r23c_jobs_seed789_k18	jobs	789	18	configs/experiments/single_node_tuning_round19/round23_collection_repeat40/r19_r23c_jobs_seed789_k18.yaml	paper-new-round19/outputs/round23_collection_repeat40/jobs/seed789/k18	round19_round23_collection_repeat40
